branch,file,chain_rank,caller_function,core_function,callee_function,caller_evidence,core_evidence,callee_evidence,chain_score,confidence,notes
90CYE_DKS,90CYE03_19_DKS.PZU,11,0x7017,0x84A6,0x7184,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,polling_loop_candidate",14.900,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE03_19_DKS.PZU,12,0x7017,0x84A6,0x6EF2,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,polling_loop_candidate",14.900,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE03_19_DKS.PZU,13,0x737C,0x84A6,0x7BC2,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,polling_loop_candidate",14.900,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE03_19_DKS.PZU,14,0x737C,0x84A6,0x6E32,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,polling_loop_candidate",14.900,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE03_19_DKS.PZU,15,0x737C,0x84A6,0x7184,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,polling_loop_candidate",14.900,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE03_19_DKS.PZU,16,0x737C,0x84A6,0x6EF2,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,polling_loop_candidate",14.900,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE03_19_DKS.PZU,17,0x7017,0x84A6,0x6025,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,packet_export_candidate,polling_loop_candidate",14.200,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE03_19_DKS.PZU,18,0x7017,0x84A6,0x7681,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","event_queue_candidate,led_control_candidate,polling_loop_candidate",14.200,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE03_19_DKS.PZU,19,0x737C,0x84A6,0x6025,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,packet_export_candidate,polling_loop_candidate",14.200,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE03_19_DKS.PZU,20,0x737C,0x84A6,0x7681,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","event_queue_candidate,led_control_candidate,polling_loop_candidate",14.200,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE03_19_DKS.PZU,21,0x7017,0x84A6,0x7889,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","event_queue_candidate,polling_loop_candidate",13.500,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE03_19_DKS.PZU,22,0x737C,0x84A6,0x7889,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","event_queue_candidate,polling_loop_candidate",13.500,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE03_19_DKS.PZU,23,0x84A6,0x728A,0x7D85,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","packet_export_candidate,polling_loop_candidate",13.500,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE03_19_DKS.PZU,24,0x84A6,0x6025,0x5EDC,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate",13.400,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE03_19_DKS.PZU,25,0x84A6,0x6E32,0x797F,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate",12.400,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE03_19_DKS.PZU,26,0x497A,0x673C,0x5D2E,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,polling_loop_candidate",none,4.000,medium,chain fused from global pipeline and mash evidence (hypothesis)
90CYE_DKS,90CYE03_19_DKS.PZU,27,0x497A,0x673C,0x795A,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,polling_loop_candidate",none,4.000,medium,chain fused from global pipeline and mash evidence (hypothesis)
90CYE_DKS,90CYE03_19_DKS.PZU,28,0x497A,0x60E4,0x613C,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate",isolator_status_candidate,isolator_status_candidate,3.300,low,chain fused from global pipeline and mash evidence (hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,29,0x84A6,0x7017,0x84A6,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate",15.600,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE04_19_DKS.PZU,30,0x84A6,0x737C,0x84A6,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate",15.600,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE04_19_DKS.PZU,31,0x7017,0x84A6,0x728A,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate",15.600,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE04_19_DKS.PZU,32,0x7017,0x84A6,0x737C,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate",15.600,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE04_19_DKS.PZU,33,0x7017,0x84A6,0x7017,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate",15.600,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE04_19_DKS.PZU,34,0x737C,0x84A6,0x728A,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate",15.600,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE04_19_DKS.PZU,35,0x737C,0x84A6,0x737C,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate",15.600,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE04_19_DKS.PZU,36,0x737C,0x84A6,0x7017,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate",15.600,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE04_19_DKS.PZU,37,0x7017,0x84A6,0x7BC2,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,polling_loop_candidate",14.900,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE04_19_DKS.PZU,38,0x7017,0x84A6,0x6E32,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,polling_loop_candidate",14.900,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE04_19_DKS.PZU,39,0x7017,0x84A6,0x7184,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,polling_loop_candidate",14.900,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE04_19_DKS.PZU,40,0x7017,0x84A6,0x6EF2,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,polling_loop_candidate",14.900,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE04_19_DKS.PZU,41,0x737C,0x84A6,0x7BC2,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,polling_loop_candidate",14.900,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE04_19_DKS.PZU,42,0x737C,0x84A6,0x6E32,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,polling_loop_candidate",14.900,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE04_19_DKS.PZU,43,0x737C,0x84A6,0x7184,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,polling_loop_candidate",14.900,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE04_19_DKS.PZU,44,0x737C,0x84A6,0x6EF2,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,polling_loop_candidate",14.900,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE04_19_DKS.PZU,45,0x7017,0x84A6,0x6025,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,packet_export_candidate,polling_loop_candidate",14.200,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE04_19_DKS.PZU,46,0x7017,0x84A6,0x7681,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","event_queue_candidate,led_control_candidate,polling_loop_candidate",14.200,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE04_19_DKS.PZU,47,0x737C,0x84A6,0x6025,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,packet_export_candidate,polling_loop_candidate",14.200,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE04_19_DKS.PZU,48,0x737C,0x84A6,0x7681,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","event_queue_candidate,led_control_candidate,polling_loop_candidate",14.200,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE04_19_DKS.PZU,49,0x7017,0x84A6,0x7889,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","event_queue_candidate,polling_loop_candidate",13.500,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE04_19_DKS.PZU,50,0x737C,0x84A6,0x7889,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","event_queue_candidate,polling_loop_candidate",13.500,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE04_19_DKS.PZU,51,0x84A6,0x728A,0x7D85,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","packet_export_candidate,polling_loop_candidate",13.500,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE04_19_DKS.PZU,52,0x84A6,0x6025,0x5EDC,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate",13.400,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE04_19_DKS.PZU,53,0x84A6,0x6E32,0x797F,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate",12.400,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_DKS,90CYE04_19_DKS.PZU,54,0x497A,0x673C,0x5D2E,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,polling_loop_candidate",none,4.000,medium,chain fused from global pipeline and mash evidence (hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,55,0x497A,0x673C,0x795A,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,polling_loop_candidate",none,4.000,medium,chain fused from global pipeline and mash evidence (hypothesis)
90CYE_DKS,90CYE04_19_DKS.PZU,56,0x497A,0x60E4,0x613C,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate",isolator_status_candidate,isolator_status_candidate,3.300,low,chain fused from global pipeline and mash evidence (hypothesis)
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,57,0x497F,0x8A42,0x745A,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate",13.400,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,58,0x497F,0x8A42,0x774F,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate",13.400,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,59,0x497F,0x8A42,0x7E49,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate",13.400,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,60,0x8A42,0x745A,0x7C97,"common_mash_dispatcher_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,event_queue_candidate,packet_export_candidate",12.400,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,61,0x497F,0x8A42,0x7574,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,packet_export_candidate,polling_loop_candidate",12.000,medium,local call chain: dispatcher->polling/state->event|packet candidate
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,62,0x497F,0x8A42,0x7A3D,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,packet_export_candidate,polling_loop_candidate","alarm_fault_status_candidate,isolator_status_candidate,led_control_candidate,polling_loop_candidate",4.000,medium,chain fused from global pipeline and mash evidence (hypothesis)
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,63,0x497F,0x8A42,0x6106,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,packet_export_candidate,polling_loop_candidate",none,4.000,medium,chain fused from global pipeline and mash evidence (hypothesis)
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,64,0x497F,0x8A42,0x72E4,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,packet_export_candidate,polling_loop_candidate",none,4.000,medium,chain fused from global pipeline and mash evidence (hypothesis)
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,65,0x497F,0x8A42,0x8643,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,packet_export_candidate,polling_loop_candidate",common_mash_dispatcher_candidate,4.000,medium,chain fused from global pipeline and mash evidence (hypothesis)
90CYE_shifted_DKS,90CYE02_27 DKS.PZU,66,0x497F,0x8A42,0x7DB2,"common_mash_dispatcher_candidate,event_queue_candidate,led_control_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,packet_export_candidate,polling_loop_candidate","common_mash_dispatcher_candidate,polling_loop_candidate",4.000,medium,chain fused from global pipeline and mash evidence (hypothesis)
